"exam_id","major_category","middle_category","minor_category","detail_category","prompt_file","created_at","updated_at","question_set_size"
"fe","ストラテジ系","企業と法務","法務","労働関連・取引関連法規","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","法務","その他の法律・ガイドライン・技術者倫理","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","法務","標準化関連","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","その他","その他","その他","その他","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","品詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","動詞の時制","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","受動態・能動態","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","主語と動詞の一致","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","動名詞・不定詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","分詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","関係詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","接続詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","前置詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","代名詞","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","比較","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"toeic_reading","Reading","Part 5","短文穴埋め問題","仮定法","toeic_reading_part5.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
